crop,season,soil_moisture_pct,temperature,rainfall_forecast_mm,irrigation_needed,water_liters_per_sqm,irrigation_schedule
coffee,Zaid,85.0,20.82,77.2,No,0.0,Every 7-10 days
cotton,Kharif,60.6,29.31,43.8,No,0.0,Every 4-6 days
banana,Rabi,48.8,34.44,162.4,No,0.0,Every 4-6 days
mothbeans,Kharif,53.4,36.56,36.4,Yes,12.05,Every 4-6 days
maize,Rabi,13.6,22.85,8.8,Yes,14.51,Every 4-6 days
blackgram,Kharif,62.1,27.42,26.0,Yes,11.87,Every 4-6 days
orange,Zaid,60.6,18.53,39.9,Yes,7.05,Every 4-6 days
lentil,Rabi,46.2,26.69,44.0,No,0.0,Every 4-6 days
pomegranate,Rabi,35.5,38.3,105.4,No,0.0,Every 4-6 days
blackgram,Zaid,54.7,18.16,61.5,No,0.0,Every 4-6 days
maize,Kharif,47.2,33.74,20.7,Yes,14.11,Every 4-6 days
cotton,Zaid,59.2,23.21,29.8,Yes,8.69,Every 4-6 days
lentil,Kharif,63.5,24.45,72.0,No,0.0,Every 4-6 days
kidneybeans,Kharif,56.8,25.43,38.9,Yes,11.49,Every 4-6 days
orange,Kharif,43.7,21.21,53.7,No,0.0,Every 4-6 days
lentil,Zaid,5.0,33.03,6.2,Yes,16.28,Every 1-3 days
coconut,Zaid,41.3,39.11,48.5,No,0.0,Every 4-6 days
lentil,Kharif,54.8,17.73,32.7,Yes,8.87,Every 4-6 days
blackgram,Kharif,35.6,30.95,105.7,No,0.0,Every 4-6 days
mungbean,Kharif,5.0,30.2,20.8,Yes,14.21,Every 1-3 days
cotton,Kharif,61.0,24.49,18.0,Yes,9.29,Every 4-6 days
coconut,Kharif,49.1,36.06,59.2,No,0.0,Every 4-6 days
rice,Rabi,65.9,20.18,37.8,Yes,13.41,Every 4-6 days
kidneybeans,Zaid,75.3,25.67,13.3,Yes,9.41,Every 4-6 days
cotton,Rabi,55.7,36.73,43.2,No,0.0,Every 4-6 days
pigeonpeas,Zaid,67.4,30.18,13.5,Yes,9.82,Every 4-6 days
grapes,Zaid,46.0,26.22,106.1,No,0.0,Every 4-6 days
kidneybeans,Kharif,41.1,27.47,8.5,Yes,15.42,Every 4-6 days
coconut,Rabi,24.5,32.38,25.3,Yes,14.11,Every 1-3 days
mango,Rabi,88.6,33.37,4.6,Yes,11.71,Every 4-6 days
grapes,Zaid,45.3,33.1,36.7,Yes,12.2,Every 4-6 days
rice,Rabi,49.4,39.54,33.5,Yes,15.89,Every 1-3 days
chickpea,Rabi,56.4,30.04,7.1,Yes,10.61,Every 4-6 days
rice,Kharif,50.1,25.07,100.0,No,0.0,Every 4-6 days
coconut,Kharif,42.4,20.05,60.0,No,0.0,Every 4-6 days
chickpea,Rabi,43.1,20.3,30.9,Yes,10.34,Every 4-6 days
rice,Rabi,39.6,25.92,59.8,No,0.0,Every 1-3 days
kidneybeans,Zaid,54.7,29.9,54.5,No,0.0,Every 4-6 days
mango,Rabi,55.3,20.41,76.1,No,0.0,Every 4-6 days
pigeonpeas,Zaid,46.4,33.03,70.2,No,0.0,Every 4-6 days
mango,Rabi,27.6,25.5,39.4,Yes,11.85,Every 4-6 days
maize,Rabi,46.1,23.92,71.2,No,0.0,Every 4-6 days
mothbeans,Kharif,44.3,24.59,38.6,Yes,12.61,Every 4-6 days
grapes,Zaid,48.9,30.6,59.6,No,0.0,Every 4-6 days
orange,Zaid,55.4,28.32,97.6,No,0.0,Every 4-6 days
banana,Kharif,44.6,25.13,18.9,Yes,14.38,Every 1-3 days
apple,Rabi,68.3,24.56,108.2,No,0.0,Every 7-10 days
muskmelon,Zaid,46.7,29.37,181.2,No,0.0,Every 4-6 days
mango,Rabi,68.0,22.11,19.8,Yes,8.65,Every 4-6 days
mungbean,Rabi,32.7,32.86,46.5,No,0.0,Every 4-6 days
coffee,Zaid,55.2,16.02,6.4,Yes,8.63,Every 4-6 days
banana,Kharif,52.7,21.91,32.3,Yes,14.49,Every 1-3 days
mango,Kharif,49.1,28.11,42.2,No,0.0,Every 4-6 days
jute,Zaid,55.4,33.54,22.2,Yes,17.89,Every 1-3 days
mothbeans,Kharif,64.0,34.52,117.8,No,0.0,Every 4-6 days
muskmelon,Zaid,63.3,19.16,45.6,No,0.0,Every 4-6 days
orange,Kharif,72.6,20.66,40.6,No,0.0,Every 4-6 days
jute,Zaid,67.7,24.08,21.5,Yes,13.85,Every 4-6 days
banana,Rabi,53.3,26.52,148.4,No,0.0,Every 4-6 days
lentil,Kharif,53.0,24.15,70.6,No,0.0,Every 4-6 days
apple,Zaid,65.9,34.24,54.8,No,0.0,Every 4-6 days
blackgram,Rabi,59.0,15.86,16.5,Yes,10.56,Every 4-6 days
mango,Rabi,41.4,32.29,78.5,No,0.0,Every 4-6 days
jute,Rabi,37.8,34.89,50.1,No,0.0,Every 1-3 days
banana,Zaid,27.7,26.95,28.4,Yes,16.41,Every 1-3 days
papaya,Kharif,31.0,30.48,74.0,No,0.0,Every 4-6 days
mungbean,Zaid,58.0,27.64,104.0,No,0.0,Every 4-6 days
coconut,Rabi,54.8,15.13,42.6,No,0.0,Every 4-6 days
pomegranate,Kharif,57.6,25.48,72.4,No,0.0,Every 4-6 days
mothbeans,Rabi,56.5,27.13,1.5,Yes,11.15,Every 4-6 days
cotton,Rabi,59.8,35.57,24.4,Yes,12.1,Every 4-6 days
maize,Rabi,57.0,27.46,29.4,Yes,11.53,Every 4-6 days
rice,Kharif,13.9,28.33,41.4,No,0.0,Every 1-3 days
mungbean,Rabi,5.0,23.42,9.6,Yes,14.43,Every 1-3 days
muskmelon,Zaid,44.6,29.03,49.7,No,0.0,Every 1-3 days
apple,Zaid,56.8,32.59,8.9,Yes,12.81,Every 4-6 days
rice,Rabi,40.4,18.85,83.5,No,0.0,Every 4-6 days
mothbeans,Rabi,46.3,29.98,52.4,No,0.0,Every 4-6 days
lentil,Zaid,58.3,34.04,62.7,No,0.0,Every 4-6 days
cotton,Rabi,31.7,22.7,1.1,Yes,14.09,Every 4-6 days
cotton,Rabi,60.6,32.02,74.0,No,0.0,Every 4-6 days
pomegranate,Rabi,26.4,34.52,50.2,No,0.0,Every 4-6 days
watermelon,Kharif,34.2,36.54,39.2,Yes,18.84,Every 1-3 days
cotton,Rabi,19.0,22.49,22.0,Yes,13.02,Every 4-6 days
muskmelon,Rabi,42.7,28.52,20.1,Yes,17.41,Every 1-3 days
cotton,Zaid,33.2,29.86,22.1,Yes,15.84,Every 4-6 days
grapes,Kharif,43.0,35.44,84.6,No,0.0,Every 4-6 days
kidneybeans,Zaid,35.0,29.48,15.4,Yes,15.46,Every 4-6 days
blackgram,Kharif,51.7,35.74,15.8,Yes,11.2,Every 4-6 days
maize,Zaid,59.3,19.55,58.2,No,0.0,Every 4-6 days
muskmelon,Rabi,30.3,19.45,34.8,Yes,16.05,Every 1-3 days
pomegranate,Rabi,58.6,29.73,66.9,No,0.0,Every 4-6 days
papaya,Rabi,39.0,21.83,66.9,No,0.0,Every 4-6 days
chickpea,Rabi,40.6,21.04,81.4,No,0.0,Every 4-6 days
rice,Zaid,52.3,23.89,53.5,No,0.0,Every 4-6 days
chickpea,Kharif,43.6,26.99,76.2,No,0.0,Every 4-6 days
maize,Zaid,36.4,31.41,113.8,No,0.0,Every 4-6 days
grapes,Kharif,49.6,32.98,27.8,Yes,13.97,Every 4-6 days
mothbeans,Zaid,44.6,15.25,137.3,No,0.0,Every 7-10 days
lentil,Rabi,62.0,32.32,44.6,No,0.0,Every 4-6 days
apple,Rabi,56.2,30.36,126.1,No,0.0,Every 4-6 days
coconut,Kharif,25.0,19.39,21.3,Yes,12.54,Every 4-6 days
grapes,Kharif,52.7,21.38,95.2,No,0.0,Every 4-6 days
coconut,Rabi,42.5,22.27,8.0,Yes,9.31,Every 4-6 days
pomegranate,Kharif,61.5,22.6,22.9,Yes,11.52,Every 4-6 days
pomegranate,Rabi,44.5,28.44,8.0,Yes,12.89,Every 4-6 days
pomegranate,Kharif,45.3,36.85,94.0,No,0.0,Every 4-6 days
blackgram,Zaid,36.6,25.05,19.8,Yes,12.78,Every 4-6 days
lentil,Zaid,20.9,23.39,30.1,Yes,13.44,Every 4-6 days
cotton,Rabi,53.9,31.2,45.1,No,0.0,Every 4-6 days
watermelon,Kharif,38.1,28.1,26.2,Yes,16.96,Every 1-3 days
banana,Zaid,26.6,28.17,31.8,Yes,17.21,Every 1-3 days
chickpea,Kharif,21.3,28.4,80.0,No,0.0,Every 4-6 days
orange,Kharif,41.5,24.88,3.6,Yes,12.83,Every 4-6 days
watermelon,Zaid,74.4,29.08,53.6,No,0.0,Every 4-6 days
coconut,Zaid,53.2,27.59,61.0,No,0.0,Every 4-6 days
lentil,Rabi,60.3,35.35,48.3,No,0.0,Every 4-6 days
chickpea,Zaid,39.1,25.29,37.0,Yes,12.2,Every 4-6 days
coconut,Zaid,79.2,30.11,45.8,No,0.0,Every 4-6 days
chickpea,Zaid,47.7,31.13,49.4,No,0.0,Every 4-6 days
cotton,Zaid,73.3,30.25,50.4,No,0.0,Every 4-6 days
lentil,Kharif,69.6,25.02,37.0,Yes,8.24,Every 4-6 days
muskmelon,Rabi,55.4,23.55,74.9,No,0.0,Every 4-6 days
maize,Kharif,31.4,29.44,113.1,No,0.0,Every 4-6 days
blackgram,Zaid,34.2,21.56,20.5,Yes,11.33,Every 4-6 days
grapes,Kharif,49.0,26.96,71.4,No,0.0,Every 4-6 days
kidneybeans,Rabi,36.9,27.8,77.1,No,0.0,Every 4-6 days
coffee,Zaid,54.1,18.99,16.9,Yes,10.1,Every 4-6 days
kidneybeans,Kharif,34.4,22.14,44.5,No,0.0,Every 4-6 days
lentil,Rabi,78.1,23.99,11.7,Yes,9.51,Every 4-6 days
papaya,Rabi,43.3,24.81,4.5,Yes,11.49,Every 4-6 days
orange,Rabi,67.7,27.87,41.6,No,0.0,Every 4-6 days
papaya,Zaid,39.6,21.41,77.5,No,0.0,Every 4-6 days
orange,Kharif,39.8,32.92,166.6,No,0.0,Every 4-6 days
coconut,Zaid,48.3,26.64,95.6,No,0.0,Every 4-6 days
mango,Zaid,62.8,30.91,40.8,No,0.0,Every 4-6 days
coconut,Kharif,35.6,30.94,45.5,No,0.0,Every 4-6 days
watermelon,Zaid,32.4,39.09,58.3,No,0.0,Every 1-3 days
apple,Zaid,40.4,27.58,63.4,No,0.0,Every 4-6 days
grapes,Kharif,52.8,26.68,29.7,Yes,12.78,Every 4-6 days
apple,Zaid,27.8,23.45,153.1,No,0.0,Every 4-6 days
rice,Zaid,56.9,24.48,68.8,No,0.0,Every 4-6 days
pomegranate,Zaid,60.0,23.35,5.8,Yes,10.41,Every 4-6 days
pomegranate,Rabi,34.5,27.34,37.5,Yes,11.72,Every 4-6 days
watermelon,Zaid,28.8,32.58,10.8,Yes,20.98,Every 1-3 days
cotton,Rabi,54.9,29.81,46.7,No,0.0,Every 4-6 days
coconut,Zaid,5.0,32.19,9.8,Yes,16.48,Every 1-3 days
coconut,Rabi,37.7,30.1,35.4,Yes,13.07,Every 4-6 days
mothbeans,Kharif,41.9,34.38,44.4,No,0.0,Every 4-6 days
lentil,Kharif,43.9,22.03,36.6,Yes,10.36,Every 4-6 days
banana,Kharif,31.6,29.66,40.1,No,0.0,Every 1-3 days
mothbeans,Kharif,33.2,31.16,86.7,No,0.0,Every 4-6 days
mothbeans,Zaid,66.3,25.51,7.8,Yes,7.34,Every 4-6 days
pomegranate,Rabi,22.2,23.94,38.4,Yes,13.97,Every 4-6 days
pomegranate,Kharif,48.1,25.42,30.5,Yes,12.69,Every 4-6 days
papaya,Rabi,83.1,33.77,30.6,Yes,8.98,Every 4-6 days
mothbeans,Zaid,45.0,25.8,65.3,No,0.0,Every 4-6 days
muskmelon,Zaid,46.5,33.2,37.7,Yes,17.83,Every 1-3 days
muskmelon,Rabi,22.9,28.47,91.5,No,0.0,Every 1-3 days
grapes,Kharif,33.5,34.11,146.7,No,0.0,Every 4-6 days
lentil,Kharif,43.0,25.29,77.9,No,0.0,Every 4-6 days
watermelon,Zaid,39.3,28.66,111.0,No,0.0,Every 1-3 days
maize,Kharif,27.3,21.87,53.0,No,0.0,Every 4-6 days
maize,Rabi,20.8,26.71,109.6,No,0.0,Every 4-6 days
pigeonpeas,Zaid,64.1,26.55,114.1,No,0.0,Every 4-6 days
lentil,Zaid,32.0,29.98,40.5,No,0.0,Every 4-6 days
coconut,Kharif,38.9,23.11,15.5,Yes,12.09,Every 4-6 days
papaya,Rabi,42.2,33.75,51.2,No,0.0,Every 4-6 days
kidneybeans,Rabi,50.1,30.89,52.7,No,0.0,Every 4-6 days
pomegranate,Kharif,34.7,25.66,33.1,Yes,13.99,Every 4-6 days
chickpea,Kharif,42.9,27.04,83.0,No,0.0,Every 4-6 days
maize,Kharif,45.3,33.73,39.2,Yes,12.99,Every 4-6 days
mungbean,Rabi,56.5,20.42,22.0,Yes,8.4,Every 4-6 days
muskmelon,Zaid,26.1,31.8,14.9,Yes,20.05,Every 1-3 days
pomegranate,Rabi,64.0,26.31,47.8,No,0.0,Every 4-6 days
blackgram,Kharif,47.3,27.53,52.4,No,0.0,Every 4-6 days
kidneybeans,Kharif,47.7,15.49,22.4,Yes,9.8,Every 4-6 days
jute,Zaid,70.1,34.27,55.4,No,0.0,Every 4-6 days
lentil,Rabi,54.2,34.05,23.8,Yes,11.85,Every 4-6 days
coconut,Kharif,56.7,32.53,30.4,Yes,11.77,Every 4-6 days
mango,Rabi,53.7,28.96,172.4,No,0.0,Every 7-10 days
cotton,Kharif,34.4,17.17,68.2,No,0.0,Every 4-6 days
mungbean,Rabi,23.8,23.57,24.6,Yes,12.74,Every 4-6 days
blackgram,Rabi,44.8,23.32,151.4,No,0.0,Every 4-6 days
mango,Kharif,38.5,30.91,18.9,Yes,14.82,Every 4-6 days
lentil,Kharif,52.8,32.23,64.7,No,0.0,Every 4-6 days
maize,Kharif,43.3,22.82,42.3,No,0.0,Every 4-6 days
maize,Rabi,45.0,25.36,27.0,Yes,11.05,Every 4-6 days
cotton,Rabi,59.0,28.13,50.2,No,0.0,Every 4-6 days
pomegranate,Kharif,18.0,16.73,18.7,Yes,10.83,Every 4-6 days
blackgram,Rabi,36.1,25.48,74.8,No,0.0,Every 4-6 days
jute,Zaid,43.2,22.02,31.6,Yes,15.08,Every 1-3 days
papaya,Kharif,28.2,26.35,8.3,Yes,12.65,Every 4-6 days
coconut,Zaid,64.8,34.26,45.9,No,0.0,Every 4-6 days
rice,Zaid,49.9,28.11,13.4,Yes,16.0,Every 1-3 days
pomegranate,Rabi,72.2,27.03,19.6,Yes,7.05,Every 4-6 days
watermelon,Zaid,45.7,29.7,42.6,No,0.0,Every 1-3 days
blackgram,Rabi,49.7,24.75,16.5,Yes,10.37,Every 4-6 days
jute,Kharif,51.3,18.85,22.6,Yes,15.35,Every 4-6 days
kidneybeans,Rabi,43.0,24.75,13.2,Yes,14.23,Every 4-6 days
grapes,Zaid,76.8,35.66,20.4,Yes,9.7,Every 4-6 days
rice,Zaid,49.0,20.61,70.6,No,0.0,Every 4-6 days
lentil,Kharif,56.2,29.73,91.9,No,0.0,Every 4-6 days
blackgram,Rabi,33.1,36.94,74.5,No,0.0,Every 4-6 days
maize,Kharif,57.3,31.82,14.9,Yes,12.1,Every 4-6 days
cotton,Zaid,7.1,29.28,73.4,No,0.0,Every 4-6 days
mungbean,Kharif,25.8,37.34,32.5,Yes,17.17,Every 1-3 days
grapes,Kharif,48.1,30.88,123.3,No,0.0,Every 4-6 days
pigeonpeas,Kharif,42.2,21.11,16.3,Yes,11.84,Every 4-6 days
cotton,Rabi,31.6,29.76,52.1,No,0.0,Every 4-6 days
banana,Rabi,63.5,22.59,13.4,Yes,14.92,Every 4-6 days
orange,Zaid,32.6,44.13,50.3,No,0.0,Every 1-3 days
papaya,Kharif,49.4,23.37,13.8,Yes,10.61,Every 4-6 days
grapes,Kharif,24.0,30.23,8.3,Yes,15.32,Every 1-3 days
chickpea,Rabi,43.6,27.66,51.9,No,0.0,Every 4-6 days
mango,Rabi,46.9,28.73,51.0,No,0.0,Every 4-6 days
cotton,Rabi,54.9,25.13,72.8,No,0.0,Every 4-6 days
jute,Kharif,22.8,21.91,62.1,No,0.0,Every 1-3 days
pigeonpeas,Rabi,61.8,29.25,3.5,Yes,10.29,Every 4-6 days
cotton,Kharif,52.2,30.85,11.7,Yes,11.54,Every 4-6 days
chickpea,Kharif,55.6,25.51,43.1,No,0.0,Every 4-6 days
watermelon,Zaid,45.1,33.17,42.8,No,0.0,Every 1-3 days
maize,Rabi,25.1,26.22,50.6,No,0.0,Every 4-6 days
grapes,Kharif,41.1,40.12,130.4,No,0.0,Every 4-6 days
grapes,Rabi,49.5,21.9,29.3,Yes,10.77,Every 4-6 days
mothbeans,Kharif,35.4,30.18,4.1,Yes,15.63,Every 4-6 days
chickpea,Rabi,55.3,26.91,63.0,No,0.0,Every 4-6 days
mango,Zaid,61.9,21.46,81.8,No,0.0,Every 4-6 days
muskmelon,Rabi,54.4,28.69,131.8,No,0.0,Every 4-6 days
apple,Rabi,49.9,20.64,72.9,No,0.0,Every 4-6 days
mungbean,Kharif,26.5,23.8,100.6,No,0.0,Every 4-6 days
apple,Zaid,43.6,30.49,29.1,Yes,12.91,Every 4-6 days
cotton,Kharif,12.8,28.9,11.5,Yes,15.4,Every 1-3 days
muskmelon,Zaid,53.7,13.4,49.7,No,0.0,Every 4-6 days
mothbeans,Kharif,34.8,22.64,5.1,Yes,11.86,Every 4-6 days
apple,Rabi,63.7,24.54,54.5,No,0.0,Every 4-6 days
mothbeans,Zaid,46.5,25.05,69.6,No,0.0,Every 4-6 days
coffee,Kharif,58.1,25.74,18.7,Yes,12.19,Every 4-6 days
coconut,Rabi,44.0,25.4,32.3,Yes,10.52,Every 4-6 days
muskmelon,Kharif,55.8,27.26,60.8,No,0.0,Every 4-6 days
grapes,Zaid,44.7,36.56,37.6,Yes,13.62,Every 4-6 days
coconut,Kharif,47.8,26.13,107.0,No,0.0,Every 4-6 days
lentil,Kharif,63.1,21.7,5.3,Yes,10.06,Every 4-6 days
coffee,Zaid,34.3,39.8,14.2,Yes,13.46,Every 1-3 days
pomegranate,Zaid,26.3,26.76,36.9,Yes,13.27,Every 4-6 days
rice,Kharif,58.0,28.72,3.1,Yes,14.17,Every 1-3 days
pigeonpeas,Kharif,38.0,27.31,65.6,No,0.0,Every 4-6 days
kidneybeans,Rabi,52.6,25.36,50.0,No,0.0,Every 4-6 days
coffee,Kharif,38.6,29.36,81.4,No,0.0,Every 4-6 days
mungbean,Kharif,39.7,33.75,18.3,Yes,14.54,Every 4-6 days
mothbeans,Kharif,40.0,30.18,19.6,Yes,13.86,Every 4-6 days
chickpea,Kharif,55.4,30.09,74.4,No,0.0,Every 4-6 days
coconut,Zaid,52.1,28.86,7.3,Yes,10.06,Every 4-6 days
lentil,Kharif,45.5,27.86,42.0,No,0.0,Every 4-6 days
watermelon,Kharif,45.9,27.76,38.0,Yes,16.81,Every 1-3 days
lentil,Kharif,36.1,22.76,14.2,Yes,12.93,Every 4-6 days
mungbean,Rabi,60.4,33.66,50.1,No,0.0,Every 4-6 days
kidneybeans,Zaid,40.7,21.08,70.3,No,0.0,Every 4-6 days
maize,Kharif,41.9,21.03,47.8,No,0.0,Every 4-6 days
jute,Zaid,41.1,28.15,74.1,No,0.0,Every 1-3 days
orange,Kharif,53.6,27.9,36.7,Yes,13.2,Every 4-6 days
jute,Zaid,50.5,33.15,51.7,No,0.0,Every 1-3 days
coconut,Zaid,51.1,24.62,8.3,Yes,11.36,Every 4-6 days
apple,Rabi,48.7,26.51,99.9,No,0.0,Every 4-6 days
papaya,Rabi,28.3,23.18,32.0,Yes,12.98,Every 4-6 days
apple,Zaid,46.8,23.28,37.5,Yes,9.74,Every 4-6 days
kidneybeans,Rabi,33.5,27.36,38.5,Yes,11.78,Every 4-6 days
coconut,Kharif,41.6,29.36,43.6,No,0.0,Every 4-6 days
pomegranate,Zaid,34.1,33.8,71.2,No,0.0,Every 4-6 days
grapes,Rabi,44.7,35.05,37.9,Yes,11.98,Every 4-6 days
blackgram,Zaid,32.1,22.57,110.6,No,0.0,Every 4-6 days
apple,Kharif,64.9,28.2,50.7,No,0.0,Every 4-6 days
watermelon,Kharif,47.8,21.74,21.4,Yes,15.36,Every 1-3 days
blackgram,Zaid,60.3,34.33,30.6,Yes,11.84,Every 4-6 days
mothbeans,Kharif,40.9,31.32,48.7,No,0.0,Every 4-6 days
mothbeans,Kharif,33.6,27.04,12.3,Yes,12.85,Every 4-6 days
coconut,Rabi,20.9,32.17,24.1,Yes,15.42,Every 1-3 days
chickpea,Zaid,41.9,24.4,69.2,No,0.0,Every 4-6 days
blackgram,Rabi,68.6,27.9,9.5,Yes,9.53,Every 4-6 days
chickpea,Zaid,32.8,26.42,26.8,Yes,13.85,Every 4-6 days
cotton,Zaid,78.9,27.84,26.1,Yes,9.75,Every 4-6 days
lentil,Kharif,62.0,37.26,29.5,Yes,12.1,Every 4-6 days
mungbean,Kharif,65.7,30.61,53.9,No,0.0,Every 4-6 days
orange,Zaid,83.8,23.59,21.8,Yes,6.26,Every 4-6 days
banana,Rabi,64.8,32.97,54.6,No,0.0,Every 1-3 days
muskmelon,Rabi,32.7,21.51,106.9,No,0.0,Every 4-6 days
mungbean,Zaid,52.4,33.16,21.9,Yes,12.61,Every 4-6 days
mothbeans,Rabi,58.1,31.71,19.8,Yes,11.18,Every 4-6 days
mango,Rabi,66.2,29.63,25.9,Yes,11.08,Every 4-6 days
watermelon,Kharif,34.0,32.33,11.8,Yes,18.9,Every 1-3 days
mothbeans,Rabi,27.4,20.44,54.0,No,0.0,Every 4-6 days
mungbean,Rabi,45.6,21.92,31.5,Yes,10.69,Every 4-6 days
muskmelon,Rabi,58.1,26.21,122.9,No,0.0,Every 4-6 days
muskmelon,Zaid,54.8,31.4,50.6,No,0.0,Every 1-3 days
mango,Kharif,44.6,28.49,64.6,No,0.0,Every 4-6 days
pigeonpeas,Kharif,54.9,27.75,76.6,No,0.0,Every 4-6 days
coconut,Zaid,22.2,38.43,73.8,No,0.0,Every 1-3 days
kidneybeans,Zaid,25.1,26.87,32.1,Yes,12.18,Every 4-6 days
mothbeans,Zaid,29.0,26.68,17.3,Yes,12.1,Every 4-6 days
muskmelon,Zaid,45.5,31.02,138.3,No,0.0,Every 4-6 days
grapes,Zaid,27.2,23.72,39.4,Yes,12.73,Every 4-6 days
pomegranate,Rabi,42.1,26.42,93.9,No,0.0,Every 4-6 days
pigeonpeas,Rabi,19.6,29.36,22.7,Yes,15.19,Every 1-3 days
mango,Kharif,60.8,25.7,32.0,Yes,9.77,Every 4-6 days
mothbeans,Kharif,39.4,27.31,35.9,Yes,11.1,Every 4-6 days
muskmelon,Zaid,35.0,27.48,66.3,No,0.0,Every 1-3 days
apple,Rabi,74.4,39.41,28.6,Yes,11.41,Every 4-6 days
grapes,Kharif,50.0,28.26,87.5,No,0.0,Every 4-6 days
cotton,Kharif,35.7,34.25,66.6,No,0.0,Every 4-6 days
watermelon,Rabi,47.6,29.57,71.9,No,0.0,Every 1-3 days
rice,Kharif,63.0,33.35,62.3,No,0.0,Every 1-3 days
apple,Zaid,53.2,22.36,58.3,No,0.0,Every 4-6 days
grapes,Zaid,35.2,29.63,21.7,Yes,12.01,Every 4-6 days
kidneybeans,Kharif,31.5,29.5,72.3,No,0.0,Every 4-6 days
blackgram,Zaid,6.9,27.47,132.7,No,0.0,Every 4-6 days
banana,Kharif,29.7,20.87,123.1,No,0.0,Every 4-6 days
coconut,Zaid,30.0,32.66,9.9,Yes,15.3,Every 1-3 days
coconut,Zaid,49.4,26.19,50.7,No,0.0,Every 4-6 days
maize,Kharif,67.6,32.08,46.5,No,0.0,Every 4-6 days
coffee,Zaid,26.2,27.24,92.5,No,0.0,Every 4-6 days
cotton,Kharif,36.3,30.6,89.9,No,0.0,Every 4-6 days
mothbeans,Rabi,64.4,32.76,47.7,No,0.0,Every 4-6 days
jute,Rabi,36.0,22.85,15.5,Yes,15.32,Every 1-3 days
chickpea,Zaid,26.3,39.57,136.6,No,0.0,Every 4-6 days
papaya,Kharif,52.0,29.23,64.6,No,0.0,Every 4-6 days
grapes,Kharif,55.9,34.4,22.1,Yes,12.04,Every 4-6 days
banana,Zaid,45.8,22.9,40.9,No,0.0,Every 1-3 days
orange,Rabi,55.6,26.98,20.4,Yes,9.24,Every 4-6 days
muskmelon,Zaid,60.5,19.56,25.7,Yes,14.93,Every 4-6 days
orange,Kharif,46.6,24.91,23.5,Yes,10.24,Every 4-6 days
papaya,Rabi,62.5,30.7,44.8,No,0.0,Every 4-6 days
jute,Kharif,48.1,34.27,70.5,No,0.0,Every 1-3 days
pomegranate,Kharif,57.3,26.64,108.5,No,0.0,Every 4-6 days
mungbean,Rabi,57.7,25.98,44.0,No,0.0,Every 4-6 days
papaya,Zaid,19.6,27.59,83.0,No,0.0,Every 4-6 days
pigeonpeas,Zaid,48.3,32.44,15.0,Yes,11.65,Every 4-6 days
grapes,Zaid,52.5,24.88,38.2,Yes,11.66,Every 4-6 days
grapes,Kharif,40.8,27.3,48.4,No,0.0,Every 4-6 days
banana,Rabi,46.7,22.98,66.9,No,0.0,Every 4-6 days
apple,Rabi,50.3,27.39,36.5,Yes,12.01,Every 4-6 days
chickpea,Rabi,37.4,25.38,38.3,Yes,14.84,Every 4-6 days
grapes,Zaid,56.4,29.85,84.6,No,0.0,Every 4-6 days
muskmelon,Zaid,55.6,25.45,74.6,No,0.0,Every 4-6 days
kidneybeans,Kharif,21.5,27.84,43.6,No,0.0,Every 4-6 days
maize,Rabi,36.0,30.69,55.5,No,0.0,Every 4-6 days
watermelon,Zaid,35.3,30.67,12.6,Yes,17.87,Every 1-3 days
mungbean,Zaid,46.8,21.22,40.9,No,0.0,Every 4-6 days
kidneybeans,Zaid,42.7,31.61,13.2,Yes,13.6,Every 4-6 days
muskmelon,Kharif,49.3,25.79,10.3,Yes,15.98,Every 1-3 days
papaya,Kharif,27.2,27.3,43.2,No,0.0,Every 4-6 days
chickpea,Zaid,22.5,17.18,109.0,No,0.0,Every 4-6 days
rice,Zaid,70.7,30.08,55.3,No,0.0,Every 4-6 days
maize,Rabi,72.0,32.42,19.9,Yes,12.18,Every 4-6 days
watermelon,Zaid,33.4,36.22,33.2,Yes,17.09,Every 1-3 days
blackgram,Zaid,41.5,29.17,33.9,Yes,11.08,Every 4-6 days
coffee,Kharif,43.5,30.23,31.7,Yes,11.43,Every 4-6 days
coconut,Rabi,25.8,28.76,58.7,No,0.0,Every 4-6 days
grapes,Zaid,64.1,34.86,54.2,No,0.0,Every 4-6 days
jute,Zaid,36.4,34.96,34.2,Yes,19.28,Every 1-3 days
pomegranate,Zaid,56.6,27.75,44.7,No,0.0,Every 4-6 days
kidneybeans,Rabi,45.8,28.55,83.5,No,0.0,Every 4-6 days
mango,Zaid,29.4,30.98,20.9,Yes,14.77,Every 4-6 days
papaya,Zaid,68.2,31.85,51.8,No,0.0,Every 4-6 days
muskmelon,Zaid,46.6,29.54,62.0,No,0.0,Every 1-3 days
papaya,Rabi,55.2,35.54,39.3,Yes,13.92,Every 4-6 days
banana,Zaid,69.5,28.87,22.6,Yes,13.95,Every 1-3 days
cotton,Zaid,44.2,37.5,52.3,No,0.0,Every 4-6 days
pigeonpeas,Rabi,48.7,24.38,19.2,Yes,10.72,Every 4-6 days
papaya,Rabi,33.8,30.14,19.3,Yes,14.15,Every 4-6 days
apple,Rabi,38.7,33.68,147.5,No,0.0,Every 4-6 days
mango,Zaid,55.9,29.98,60.3,No,0.0,Every 4-6 days
papaya,Kharif,32.7,24.71,84.3,No,0.0,Every 4-6 days
